ID,UUID, LocationTitle,AddressLine1,AddressLine2,Town,StateOrProvince,Postcode,Country,Latitude,Longitude,Distance,DistanceUnit,Addr_ContactTelephone1,Addr_ContactTelephone2,Addr_ContactEmail,Addr_AccessComments,Addr_GeneralComments,Addr_RelatedURL,ConnectionType,ChargerType,UsageType,NumberOfPoints,GeneralComments,DateLastConfirmed,StatusType,DateLastStatusUpdate,DateCreated
132651,338F6442-0373-4CF3-ADC1-15AE7D0206E7,"Albert Lea, MN - Happy Trails Lane Superchargers",820 Happy Trails Lane,,Albert Lea,MN,56007,United States,43.657558,-93.318197,,0,,,,,,,Tesla Supercharger;,,Public,10,"Charging10 Superchargers, available 24/7, up to 120kW",,Operational,10/5/2019 5:40,10/5/2019 5:40
132652,B0A746BC-D6FE-4DB8-A756-6D7B207FA1B4,"Hudsonville, Mi Supercharger",4075 32ND Avenue,,Hudsonville,MI,49426,United States,42.843671,-85.862482,,0,,,,,,,Tesla Supercharger;,,Public,10,"Charging10 Superchargers, available 24/7, up to 120kW",,Operational,10/5/2019 5:40,10/5/2019 5:40
132656,A7346069-1C22-4A71-9A6D-8A799B8DEE54,"Placerville, Ca Supercharger",1216-1252 Broadway,,Placerville,CA,95667,United States,38.730424,-120.787998,,0,,,,,,,Tesla Supercharger;,,Public,12,"Charging12 Superchargers, available 24/7, up to 120kW",,Operational,10/5/2019 5:40,10/5/2019 5:40
132648,C2B003AC-E2DE-42ED-A4E2-17DD24F0F137,"Baileyville, Me Supercharger",32 Houlton RD,,Baileyville,ME,4694,United States,45.123741,-67.348038,,0,,,,,,,Tesla Supercharger;,,Public,8,"Charging8 Superchargers, available 24/7, up to 120kW",,Operational,10/5/2019 5:39,10/5/2019 5:39
132649,3C950DA4-B077-4AF9-89F8-ACDAFA8B637C,"Milpitas, Ca - Great Mall Supercharger",447 Great Mall Drive,,Milpitas,CA,95035,United States,37.413524,-121.898362,,0,,,,,,,Tesla Supercharger;,,Public,20,"Charging20 Superchargers, available 24/7, up to 72kW",,Operational,10/5/2019 5:39,10/5/2019 5:39
132526,76810318-20C9-4279-9F84-B9EF43F9A8A2,Starksboro Town Office,State Route 116,,Addison County,Addison County,5487,United States,44.2256275,-73.05816356,,0,,,,,,,J1772;,,Public,2,,,Operational,10/2/2019 13:24,10/1/2019 20:15
132525,B9BB9835-9891-4557-8765-01E1F1F55C56,Village Grocery,Main Street,,Waitsfield,Washington County,5673,United States,44.19079209,-72.82422661,,0,,,,Two free J1772 chargers run by evGO,,,J1772;,,Public,2,,,Operational,10/2/2019 13:35,10/1/2019 20:11
132309,24D13A05-F4D0-4A94-8CF0-E3CE70DCE195,Love's Travel,760 S Quartzsite Blvd,,Quartzsite,AZ,85346,United States,33.65751876,-114.2412444,,0,,,,,,,CHAdeMO; SAE Combo (DC Fast Charge J1772);,,Public,2,Announced on EA website 26 September 2019.,,Planned For Future Date,9/27/2019 7:32,9/26/2019 17:21
132277,F67A72FC-035A-464C-854C-2D22C4217549,Cobscook Community Learning Center,10 Commissary Point Rd,,Trescott,ME,4652,United States,44.79913511,-67.14647907,,0,207-733-2233,,info@thecclc.org,"Free guest wi-fi available, indoor and outdoor seating, outdoor park and hiking trails on the CCLC's beautiful 50 acre campus. The CCLC is a local non-profit with a mission to create responsive educational opportunities that strengthen personal, community, and global well-being.",,https://www.thecclc.org,J1772;,,Public,1,Hours: 8am - 5pm,,Operational,9/26/2019 13:21,9/25/2019 19:11
132146,D4BE2ECB-B307-4DB9-A16F-D3BF3CFABF56,Reser Stadium Oregon State University,660 SW 26th Street,,Corvallis,Benton County,97331,United States,44.5574653,-123.2818229,,0,,,,Coming from downtown Corvallis turn right into the Reser Stadium parking lot after crossing SW 26th Street. The charging stations are on the left. Not available during some sporting events.,,,J1772;,,Public,1,"During weekdays, pay for parking.",,Operational,9/23/2019 7:15,9/22/2019 23:58
132143,BF2D97EB-D3DA-4AB0-9529-1D3FF42077DE,"Dairy Palace, Canton TX",2301 N Trade Days Blvd,,Canton,Texas,75103,United States,32.57621873,-95.85567666,,0,(903) 567-6551,,info@dairypalace.com,"Conveniently located right off Interstate 30 in Canton TX, and at a delicious small-town burger and ice cream restaurant nonetheless! Dairy Palace has been there for almost 40 years now. www.DairyPalace.com",,https://dairypalace.com,J1772;,,Public,1,,,Operational,9/22/2019 22:00,9/22/2019 21:40
132141,9596E6E6-E594-43FA-8ED2-64609920DCE5,Gustavus Adolphus College - Lund Center,800 West College Ave,Lund Center Parking Lot - Northwest Corner,Saint Peter,MN,56082,United States,44.32480399,-93.97295405,,0,507-9333-7315,,chuck@gac.edu,Reserved Parking for Charging,,,J1772;,,Public,1,,,Operational,9/22/2019 22:02,9/22/2019 16:49
132138,80368BAE-5BF6-44C6-9F6F-FC99B9AE0E7C,Gustavus - Nobel Parking Lot,800 West College,Parking Lot K - Near Nobel and Olin Halls of Science,Saint Peter,Minnesota,56082-1485,United States,44.32226353,-93.9730842,,0,15079337315,,chuck@gac.edu,Reserved Parking,,,J1772;,,Public,1,Power Charge Level 2 Charger,,Operational,9/22/2019 22:02,9/22/2019 14:39
3622,AB2465BB-DBAF-4AEA-BBF9-0E169E74432A,Buffalo Wild Wings,2465 S Hwy 27,,Clermont,FL,34714,United States,28.53794479,-81.73750305,,0,888-758-4389,,,,,,J1772;,,Public,1,,,Not Operational,9/21/2019 7:42,9/21/2019 7:42
131904,461AE8F8-BA8A-4AE2-9764-488A51EE79B2,Beltrami Electric Cooperative,4111 Technology Dr NW,,Bemidji,MN,56601,United States,47.50685959,-94.90895426,,0,,,,,,https://www.plugshare.com/location/157314,CHAdeMO; SAE Combo (DC Fast Charge J1772); J1772;,,Public,3,"EV Fast Charging station and dual J1772 station - located near Beltrami Electric's community solar garden, directly to the south of BEC headquarters in a separate parking lot. This charger is not networked, and requires a credit card as payment.",,Operational,9/17/2019 8:55,9/16/2019 0:40
131897,690FBE47-FCE1-4544-BDCD-AB42C0B4764C,4th Street Parking Deck,4th Street and Cotanche Street,,Greenville,North Carolina,27858,United States,35.61174379,-77.37183065,,0,,,,Located just inside the garage entrance.,,,J1772;,,Public,2,,,Operational,9/14/2019 20:50,9/14/2019 18:44
131782,B365295F-7EB3-4ACD-A95F-1D779CEE9FDB,Summit County Health Department,650 Round Valley Dr,,Park City,Utah,84060,United States,40.68410629,-111.4668142,,0,435-333-1522,,dglenn@summitcounty.org,Behind the Health Center,,http://www.summitcounty.org,J1772;,,Public,2,ChargePoint account needed. Please move your car after you finish charging to free space for others.,,Operational,9/14/2019 10:34,9/12/2019 23:30
131703,3FF5CACB-0F03-4E94-A809-1520715D9B4A,Ruby Pickens Tartt Public Library,Franklin Street,,Livingston,Sumter County,35470,United States,32.58343908,-88.18857077,,0,205-652-2349,205-652-2505,rptlibrary@bellsouth.net,,,,J1772;,,Public,2,,,Operational,9/14/2019 9:31,9/10/2019 19:07
131515,434BE984-C5FD-4C37-A5A3-405D4F3AF948,Park Tower,980 9th St,,Sacramento,California,95814,United States,38.580905,-121.495496,,0,,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 16kW.Parking fees will apply. Self park.",,Operational,9/8/2019 5:42,9/8/2019 5:42
131516,2734D513-5E0B-45D0-B5B3-81E3FB8E197E,Fairfield Inn & Suites Waterloo Cedar Falls,2314 Laporte RD,,Waterloo,Iowa,50613,United States,42.463569,-92.318187,,0,(319) 233-2500,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 10kW.Available for customers. Self park.",,Operational,9/8/2019 5:42,9/8/2019 5:42
131519,3FBE39D0-D6AB-4B25-8F19-6F77D4137652,Fountain Park Garage,130 Bank St,,Norfolk,Virginia,23510,United States,36.846568,-76.289277,,0,(757) 623-1757,,,,,,Tesla (Model S onwards);,,Public,4,"4 Tesla Connectors, up to 16kW.Available to the public. Self park.",,Operational,9/8/2019 5:42,9/8/2019 5:42
131513,61578C6C-E9D1-4B48-9AD0-2CFBBD08A38E,Staybridge Suites Rock Hill,493 Galleria BLVD,,Rock Hill,South Carolina,29730,United States,34.945632,-80.96821,,0,(803) 329-0000,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 8kW.Available for customers. Self park.",,Operational,9/8/2019 5:41,9/8/2019 5:41
131514,47591ECB-8707-471C-A596-63DACE4C78C0,Morty's Oyster Stand,2167 Montauk Hwy,,Montauk,New York,11954,United States,41.002714,-72.031445,,0,(631) 668-8355,,,,,,Tesla (Model S onwards);,,Public,4,"4 Tesla Connectors, up to 16kW.Available to the public. Self park.",,Operational,9/8/2019 5:41,9/8/2019 5:41
131504,234A8CE3-F085-4EE8-9E18-21E0DED7BB06,4320 Broadway-Park-It,4320 Broadway,,Manhattan,New York,10033,United States,40.852461,-73.934084,,0,(763) 494-8856,,,,,,Tesla (Model S onwards);,,Public,4,"4 Tesla Connectors, up to 10kW.Parking fees will apply. Please see valet.",,Operational,9/8/2019 5:40,9/8/2019 5:40
131506,C0563DF3-0AFA-4277-968B-D1755846A88D,Yavapi Lodge At Grand Canyon,1 Yavapi N Loop,,Grand Canyon,Arizona,86023,United States,36.055666,-112.11877,,0,(928) 638-4001,,,,,,Tesla (Model S onwards);,,Public,3,"3 Tesla Connectors, up to 8kW.Available to the public. Self park.",,Operational,9/8/2019 5:40,9/8/2019 5:40
131509,B7B3B64D-475A-4BBD-B96A-9E0AD6E28CB8,Residence Inn By Marriott Cleveland/Middleburg,19149 E Bagley RD,,Middleburg Heights,Ohio,44130,United States,41.371471,-81.836235,,0,(440) 638-5856,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 10kW.Available for customers. Self park.",,Operational,9/8/2019 5:40,9/8/2019 5:40
131499,6E92B846-E285-49EC-AEE8-4E8C4973AFB6,Sleep Inn Sarasota,5965 Brookhill BLVD,,Sarasota,Florida,34232,United States,27.33755,-82.449864,,0,(941) 500-470,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 10kW.Available for customers. Self park.",,Operational,9/8/2019 5:39,9/8/2019 5:39
131501,8E2215F7-86CE-44EA-9B4C-F24B38BA11BE,300 W 135 St - Little Man Parking,300 W 135 St,,New York,New York,10030,United States,40.816777,-73.947435,,0,(212) 714-3571,,,,,,Tesla (Model S onwards);,,Public,4,"4 Tesla Connectors, up to 10kW.Parking fees will apply. Please see valet.",,Operational,9/8/2019 5:39,9/8/2019 5:39
131502,24C2AB01-4746-4F68-8B2B-1C41AE12CCC4,506 W 181 St Garage-Park-It,506 W 181 St,,Manhattan,New York,10033,United States,40.848358,-73.931743,,0,(212) 929-9404,,,,,,Tesla (Model S onwards);,,Public,4,"4 Tesla Connectors, up to 10kW.Parking fees will apply. Please see valet.",,Operational,9/8/2019 5:39,9/8/2019 5:39
131493,0F712811-1301-4BBA-BDB6-D31A75064828,101 Hudson-Littleman Parking,101 Hudson St,,Jersey City,New Jersey,7311,United States,40.71585,-74.035362,,0,(212) 714-3571,,,,,,Tesla (Model S onwards);,,Public,4,"4 Tesla Connectors, up to 10kW.Parking fees will apply. Self park.",,Operational,9/8/2019 5:38,9/8/2019 5:38
131487,D3AD6415-E421-44F4-99B6-605BE0025CBC,3050 Corlear Ave - Nagle Parking Inc.,3050 Corlear Ave,,Bronx,New York,10463,United States,40.880142,-73.907385,,0,(718) 708-5077,,,,,,Tesla (Model S onwards);,,Public,4,"4 Tesla Connectors, up to 10kW.Parking fees will apply. Please see valet.",,Operational,9/8/2019 5:37,9/8/2019 5:37
131488,C022ADA1-3977-4F76-BE86-A679C82A645F,Braden River Business Center,4740 State RD 64 E,,Bradenton,Florida,34208,United States,27.495905,-82.504378,,0,(941) 600-0333,,,,,,Tesla (Model S onwards);,,Public,6,"6 Tesla Connectors, up to 10kW.Available to the public. Self park.",,Operational,9/8/2019 5:37,9/8/2019 5:37
131489,F666D1DA-52AC-40BE-975D-FDF99BAC2C8C,Bruno's Bakery and Restaurant,676 Forest Ave,,Staten Island,New York,10310,United States,40.629216,-74.111537,,0,(718) 448-0993,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 10kW.Available to the public. Self park.",,Operational,9/8/2019 5:37,9/8/2019 5:37
131483,0E1CABFA-F8F4-4D02-93C6-04FAF32EFA3B,One Blue Slip-Greenpoint,1 Blue Slip,,Brooklyn,New York,11222,United States,40.736562,-73.959195,,0,(718) 713-8733,,,,,,Tesla (Model S onwards);,,Public,4,"4 Tesla Connectors, up to 10kW.Parking fees will apply. Please see valet.",,Operational,9/8/2019 5:36,9/8/2019 5:36
131475,2469A6E7-4D6F-4EC3-B92E-7061393010E5,Taco Theory,407 Lake Ave W,,Ladysmith,Wisconsin,54848,United States,45.465339,-91.10521,,0,(715) 609-1434,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 10kW.Available to the public. Self park.",,Operational,9/8/2019 5:35,9/8/2019 5:35
131476,FDAA98DA-16D6-46A5-A185-66434D79F578,Oxford Suites Paso Robles,800 4th St,,Paso Robles,California,93446,United States,35.618299,-120.690059,,0,(805) 237-0305,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 10kW.Available for customers. Self park.",,Operational,9/8/2019 5:35,9/8/2019 5:35
131477,B0DD7931-DF02-4709-BFBD-2D853E8E82AA,The American Hotel-Sag Harbor,45 Main St,,Sag Harbor,New York,11963,United States,41.001188,-72.294667,,0,(631) 725-3535,,,,,,Tesla (Model S onwards);,,Public,3,"3 Tesla Connectors, up to 10kW.Available to the public. Please see front desk.",,Operational,9/8/2019 5:35,9/8/2019 5:35
131465,AEB903E3-8B4C-46C6-B0A5-13B5009B3157,Railroad Museum of Long Island,416 Griffing Ave,,Riverhead,New York,11901,United States,40.920309,-72.666232,,0,(631) 727-7920,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 10kW.Seasonal Availability Please call ahead.",,Operational,9/8/2019 5:34,9/8/2019 5:34
131467,BC431367-4B4B-4A2F-B72D-8E57BC9CDCB3,333 Schermerhorn Garage - the Hub,333 Schermerhorn St,,Brooklyn,New York,11217,United States,40.686983,-73.980498,,0,(718) 395-4072,,,,,,Tesla (Model S onwards);,,Public,4,"4 Tesla Connectors, up to 10kW.Parking fees will apply. Please see valet.",,Operational,9/8/2019 5:34,9/8/2019 5:34
131468,5775AABF-68CD-4C5B-BB20-C994E72AAB95,Candlewood Suites Davenport,3800 Market Square Cir,,Davenport,Iowa,52807,United States,41.570919,-90.517593,,0,(563) 214-7401,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 16kW.Available for customers. Self park.",,Operational,9/8/2019 5:34,9/8/2019 5:34
131469,1FEDC8B4-BF2D-4DDA-AA87-7C1DF6C58EED,528 W 162nd Garage-Park-It,528 W 162nd St,,Manhattan,New York,10033,United States,40.836588,-73.941328,,0,(212) 929-9404,,,,,,Tesla (Model S onwards);,,Public,4,"4 Tesla Connectors, up to 10kW.Parking fees will apply. Please see valet.",,Operational,9/8/2019 5:34,9/8/2019 5:34
131458,C2C23960-1434-497A-99AE-71CAD9B4491E,160 Greene-Littleman Parking,135 Greene St,,Jersey City,New Jersey,7311,United States,40.718398,-74.035327,,0,(212) 714-3571,,,,,,Tesla (Model S onwards);,,Public,4,"4 Tesla Connectors, up to 10kW.Parking fees will apply. Self park.",,Operational,9/8/2019 5:33,9/8/2019 5:33
131459,02DED74D-E382-43E8-8BDA-321D078090B1,Bruno's Bakery and Restaurant,1650 Hylan BLVD,,Staten Island,New York,10305,United States,40.588091,-74.089936,,0,(718) 987-5859,,,,,,Tesla (Model S onwards);,,Public,2,"2 Tesla Connectors, up to 10kW.Available to the public. Self park.",,Operational,9/8/2019 5:33,9/8/2019 5:33
131461,BC9EC0D1-706A-4463-BF9B-CD5612B681DE,135 Greene-Littleman Parking,135 Greene St,,Jersey City,New Jersey,7311,United States,40.7174973,-74.0367399,,0,(212) 714-3571,,,,,,Tesla (Model S onwards);,,Public,4,"4 Tesla Connectors, up to 10kW.Parking fees will apply. Please see front desk.",,Operational,9/8/2019 5:33,9/8/2019 5:33
131462,F6D10EC0-A89E-48F5-ABC2-3F24528A002A,East West Tower Garage,142-38 37th Ave,,Flushing,New York,11354,United States,40.762331,-73.825583,,0,(718) 228-4324,,,,,,Tesla (Model S onwards);,,Public,4,"4 Tesla Connectors, up to 10kW.Parking fees will apply. Please see valet.",,Operational,9/8/2019 5:33,9/8/2019 5:33
131342,A40A2629-E0E0-43C7-ACFA-657479B34F27,Montgomery Road,Montgomery Road,Sixteen Mile Stand,Hamilton County,Hamilton County,45249,United States,39.27241395,-84.32875698,,0,,,,Electrify America Charging Station,,,SAE Combo (DC Fast Charge J1772); CHAdeMO;,,Public,8,,,Operational,9/4/2019 15:48,9/3/2019 15:14
131221,D1D2A5DE-1301-4354-AC0F-8591A5F212B2,Downtown Rock Springs,South Main Street,,Rock Springs,Wyoming,82901,United States,41.58726863,-109.2190044,,0,307-352-1434,,info@downtownrs.com,"Free charging while you dine, shop, and tour historical Downtown Rock Springs.   Electricity provides by the City of Rock Springs. Please consider donating to downtown for future development and beautification projects.",,https://www.downtownrs.com/about,J1772;,,Public,2,7.7kW shared between two J1772 plugs.,,Operational,8/31/2019 9:40,8/31/2019 2:08
131220,598B9019-4444-4345-865F-3CB79C817C4B,Hotel Saranac,100 Main Street,,Saranac Lake,Franklin County,12983,United States,44.32685046,-74.13046988,,0,518 891 6900,,lgraham@hotelsaranac.com,"Hotel Saranac Mixes Classic Design With Modern Comforts. For nearly 100 years, Hotel Saranac has been a landmark of downtown Saranac Lake.",,https://hotelsaranac.com/?gclid=EAIaIQobChMIvfXxh6Wr5AIVhobACh0ncwCLEAAYAiAAEgLPvvD_BwE,J1772;,,Public,2,,,Operational,9/19/2019 19:53,8/30/2019 19:30
131130,3F673979-E768-4E93-9602-AD5CD6E4ED62,The Landings at Coral Town Park,14361 Southwest 268th Street,,Homestead,FL,33032,United States,25.5193187,-80.4232634,,0,800-663-5633,,,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,http://www.semacharge.com/,J1772;,,Public,,,,Unknown,8/29/2019 8:33,8/29/2019 8:33
131131,C9D40D36-CDE8-4795-9E28-628F8989B4D7,CORAL GABLES,1150 Anastasia Ave,,Coral Gables,FL,33134,United States,25.7408761,-80.2768148,,0,888-758-4389,,,24 hours daily,,http://www.chargepoint.com/,J1772;,,Public,,,,Unknown,8/29/2019 8:33,8/29/2019 8:33
